city;latitude;longitude
Almonacid De Zorita;403.293;-28.504
La Ribera;432.500;-24.667
Royuela;402.464;-0.8587
Calamocha;409.193;-12.975
Pelahust†n;401.833;-46.000
Fontespala;408.000;0.0667
Cortijo Valdeherrero;391.000;-66.167
Salobre;386.000;-25.500
Cuardo;427.833;-48.333
Astigarraga;432.829;-19.514
Azcoitia;431.777;-23.102
Marey;429.000;-74.167
Albarca;413.000;0.9167
Cortijada Los Braulios;372.333;-21.333
Cortijada Moras;371.333;-21.333
Palacios De La Valduerna;423.277;-59.383
Grao;398.770;-0.0558
San Vicente De Horts;414.000;20.167
Cubells;418.506;0.9590
Torrej¢n El Rubio;397.707;-60.126
Garrapinillos;416.837;-10.268
CandÇ;405.167;-0.7500
Burela;436.500;-74.000
Carboneras;369.976;-18.930
Caser°o Torremocha;407.333;-0.2500
Alceda;432.000;-39.167
Vega De Pas;431.569;-37.832
Caser°o Los Albadalejos;376.167;-11.000
Chincolla;381.667;-29.000
Pujals Dels Pagesos;421.167;28.167
Villarrasa;373.896;-66.058
Ardevol;418.500;15.167
Las Cabezas De San Juan;369.838;-59.393
Navacepeda De Tormes;403.667;-52.500
Linares De Mora;403.167;-0.5667
Caser°o Incosas;402.167;-0.7333
Mas De La Parra;401.500;-0.2333
Campino;429.000;-38.000
Bu§ales;420.500;-0.4000
Navarcles;417.517;19.036
Cortijada Gacia Bajo;370.667;-20.167
Argestues;423.333;13.167
Caser°o La Carrasca;371.000;-19.500
Arroyo;429.667;-40.500
La Mudarra;417.833;-49.500
Oller°a;389.130;-0.5484
Candeleda;401.552;-52.405
Artesa De Segre;418.947;10.451
Formentera Del Segura;380.851;-0.7460
Zuasti;428.529;-17.464
Barrio Ciudad Jard°n;383.722;-0.5042
Pereiro De Aguiar;423.452;-78.001
Beariz;423.667;-80.667
Vilallonga;412.095;12.061
Llo†;411.833;0.7500
Caser°o Monte Del Soto;401.833;-60.667
Talavera La Real;388.779;-67.686
Ran¢n;435.333;-64.167
Quintanilla Del Monte;418.681;-53.493
Arbizu;429.167;-20.391
Las Parras De Mart°n;408.000;-0.9167
Viella;434.027;-57.905
Lanz;430.000;-16.167
Santa Èrsula;284.248;-164.907
Mas Riudoms;410.167;0.8833
Guernica;433.127;-26.770
Archivel;380.667;-20.000
Calvarrasa De Abajo;409.464;-55.526
Torroella De Fluvi†;421.752;30.391
Vimianzo;428.824;-80.051
Villapoupre;428.000;-78.833
Mas°a Aldamar;394.667;-0.6000
El µlamo;376.333;-64.333
Mendavia;424.441;-21.981
Alb†nchez;372.836;-21.823
Abanto;411.375;-16.982
Taracena De Guare§a;411.667;-52.500
Hivedo;424.000;-72.167
Aceboso;423.000;-72.500
Mao;427.000;-73.167
La Redondela;372.225;-72.694
El Palo;367.167;-43.500
Montroy;393.333;-0.6167
Cenes De La Vega;371.601;-35.355
Sant Joan Les Fonts;422.123;25.115
Caser°o El Convento;385.500;-68.500
Umbrete;373.688;-61.585
San GinÇs;416.601;27.197
Cud¢n;434.155;-40.152
Zuera;418.677;-0.7898
Arguedas;421.776;-15.972
Agust°n;429.564;-73.200
Anglesola;416.565;10.829
Montalvo;381.491;-27.035
Bonete;388.714;-13.485
Aznalc¢llar;375.191;-62.699
Punta Larga;283.599;-163.687
Naval;421.950;0.1518
Navacerrada;407.304;-40.120
Obanos;426.807;-17.849
Zarzuela Del Pinar;412.667;-41.833
On°s;433.333;-49.667
Almendricos;374.726;-17.747
Colindres;433.967;-34.536
Muro;397.372;30.561
Campos;393.167;30.000
Besal£;421.999;26.985
Fonollosa;417.630;16.687
Yeles;401.176;-38.016
Torrej¢n De La Calzada;401.989;-37.970
Tossa;417.225;29.306
Calonge;418.620;30.743
Mogro;434.276;-39.763
Villacarriedo;432.285;-38.106
Fuenlabrada De Los Montes;391.329;-49.351
Cabez¢n;417.337;-46.451
Beri†in;427.335;-16.445
Ribesalbes;400.167;-0.2667
Alosno;375.486;-71.147
Trigueros;373.861;-68.268
Beniel;380.464;-10.023
Leiza;430.833;-19.170
Vegadeo;434.683;-70.539
Benasque;426.049;0.5226
Ribadeo;435.310;-70.474
Campamento;361.788;-53.813
El Grove;424.935;-88.758
Lliss† De Munt;416.112;22.390
Alberca;404.891;-61.111
Vic†lvaro;404.033;-36.043
Abrucena;371.323;-27.971
San Pantale¢n De Losa;429.333;-32.833
Simancas;415.907;-48.280
Rosas;422.630;31.791
Torre Del Espa§ol;411.920;0.6260
El Molar;407.322;-35.797
Los Molinos;407.158;-40.740
La Caridad;435.531;-68.316
Triquivijate;284.283;-139.722
Guazamara;373.500;-17.833
Guadasequies;389.254;-0.4859
San Agust°n Del Guadalix;406.772;-36.132
Alalpardo;406.274;-34.728
Papiol;414.372;20.092
Firgas;281.039;-155.630
Escobedo;432.697;-39.073
Molv°zar;367.859;-36.078
Las Matas;405.578;-38.917
Rodezas;433.500;-42.333
Sarri† De Ter;420.185;28.258
Tibi;385.307;-0.5778
Sallent;418.260;18.955
Tur¢n;368.656;-30.568
Venta De Ba§os;419.211;-44.909
Salda§a;425.238;-47.330
Espinavesa;421.833;28.500
Colmenar De Oreja;401.067;-33.855
BanariÇs;421.333;-0.4667
El µlamo;402.307;-39.945
Almayate Bajo;367.329;-41.299
Los L°mites;424.667;-28.667
SaldÇs;422.289;17.358
T°jola;373.461;-24.333
Art†;396.948;33.511
Mio§o;433.599;-32.021
Pineda;416.256;26.902
Segart De Albalat;396.833;-0.3667
Alajer¢;280.621;-172.407
Porqueras;421.167;27.667
Tamaimo;282.688;-168.234
Guardamar;380.865;-0.6486
Ademuz;400.667;-12.833
Vilaflor;281.562;-166.359
Velilla;367.500;-36.000
Casas De Santa Cruz;394.000;-18.500
Sa Cabaneta;396.212;27.513
Nava;412.500;-37.500
Neda;433.333;-81.500
La Cruz;432.333;-28.333
Museros;395.667;-0.3500
La Guardia;419.027;-88.750
Bescan¢;419.660;27.392
QuÇntar;371.931;-34.661
Benifay¢;392.833;-0.4333
Vinalesa;395.333;-0.3667
Cacabelos;426.002;-67.237
Caldas De Reves;426.000;-86.333
Codeseda;426.167;-84.333
Cedillo Del Condado;401.126;-39.213
Cobe§a;405.667;-35.000
Casarrubuelos;401.690;-38.291
Costitx;396.565;29.493
Br†fim;412.691;13.400
Benidoleig;387.928;-0.0299
Yunquera;367.325;-49.212
Villalonga;388.857;-0.2079
Siete Aguas;394.667;-0.9167
La Granja;401.557;-68.867
Olite;424.797;-16.520
Ramales;432.572;-34.652
Valderrubio;372.338;-38.200
Fuente El Fresno;392.284;-37.749
Monreal Del Campo;407.880;-13.554
La Asomada;289.611;-136.886
Navas De San Juan;381.833;-23.167
Madriguera;392.333;-18.000
Vallada;388.957;-0.6910
Jalance;392.000;-10.667
Hern†n-pÇrez;402.167;-64.667
Vall D'alba;401.753;-0.0357
Andraitx;395.745;24.195
Cervera;416.727;12.716
Asteasu;431.964;-20.955
Olesa De Bonesvalls;413.544;18.491
Valle De Santa Ana;383.664;-67.886
Llerona;416.473;22.979
L'eliana;395.333;-0.5167
Almod¢var Del R°o;378.107;-50.204
Ribatejada;406.642;-33.898
Ginigin†mar;282.000;-140.667
Cudillero;435.622;-61.459
San Rom†n De Hornija;414.833;-52.833
Jorquera;391.667;-15.167
Torremanzanas;386.064;-0.4186
Mas D'alentao;402.167;-0.0500
Pomar;418.527;0.1273
Ibros;380.211;-35.031
San Luis De Sabinillas;363.678;-52.259
Camarasa;418.749;0.8781
Valjunquera;409.525;0.0258
Betancur°a;284.233;-140.556
Domingo PÇrez;399.766;-45.055
Turre;371.566;-19.013
Tur°s;393.833;-0.7000
Valderrobres;408.721;0.1543
Almonaster La Real;378.740;-67.887
Pitres;369.360;-33.254
Berriosuso;428.626;-16.872
Navarrete;424.303;-25.623
Arre;428.430;-16.135
Cadreita;422.179;-16.909
Valtierra;421.965;-16.346
Caspe;412.340;-0.0395
Nanclares De La Oca;428.184;-28.095
Villarcayo;429.375;-35.728
Velilla De San Antonio;403.652;-34.848
Palomares;372.450;-17.958
Genalguacil;365.455;-52.357
Torreblascopedro;379.975;-36.378
Vilaplana;424.667;0.6000
µibar;425.948;-13.608
Grulleros;425.027;-55.497
Lozoya;409.495;-37.909
Aguilafuente;412.267;-41.119
Torrej¢n De Velasco;401.853;-37.746
Yuncos;400.859;-38.711
Guijuelo;405.576;-56.707
Casariche;372.939;-47.597
Llans†;423.621;31.511
Cabanillas De La Sierra;408.201;-36.244
Fuensalida;400.529;-42.072
Camba;421.167;-74.000
Tejeda De TiÇtar;400.167;-58.667
Carri¢n De Los CÇspedes;373.701;-63.292
El Sauzal;284.667;-164.167
Pozo-ca§ada;388.038;-17.337
Los Silos;283.667;-167.833
Valdecaballeros;392.429;-51.900
Ogassa;422.667;22.333
Casasimarro;393.667;-20.333
Santa Eulalia De Ronsan†;416.538;22.253
Olicio;433.833;-51.167
Albalate Del Arzobispo;411.217;-0.5114
Porto Petro;393.623;32.097
La Matanza De Acentejo;284.524;-164.472
Esparragalejo;389.433;-64.355
Torrej¢n Del Rey;406.433;-33.338
T¢rtola De Henares;407.042;-31.232
Vio§o;433.639;-39.692
La Antilla;372.068;-72.113
Zuaza;431.000;-30.500
Cabrerizos;409.781;-56.091
Chinchilla;389.209;-17.202
TorreagÅera;379.807;-10.530
Fuentepelayo;412.167;-41.667
Buitrago Del Lozoya;409.909;-36.337
Sanet Y Negrals;388.197;-0.0341
Salinas De Pisuerga;428.505;-43.778
Guarrom†n;381.828;-36.870
VillafamÇs;401.167;-0.0500
Sorrizo;433.167;-85.833
Villamanta;402.985;-41.100
La R†bita;367.485;-31.707
Ondara;388.269;0.0178
Pesquera De Ebro;428.000;-37.167
Escalante;434.368;-35.135
Fatarella;411.619;0.4730
Flix;412.313;0.5503
Ollauri;425.426;-28.345
Puigpelat;412.790;12.971
Sar¢n;433.257;-38.518
Guadamur;398.118;-41.489
Plencia;434.051;-29.469
Benimeli;388.236;-0.0422
Alquer°a Blanca;393.667;31.000
Mirambell;405.873;-0.3427
Calaf;417.330;15.135
Estivella;397.167;-0.3500
Zarzalejo;405.487;-41.819
Castropol;435.266;-70.303
Cuevas Del Almanzora;372.965;-18.847
La Canonja;411.211;11.806
El Provencio;393.774;-25.745
Parcent;387.450;-0.0645
Hostalrich;417.500;26.333
Basardilla;410.274;-40.260
Castej¢n De Sos;425.167;0.5000
Montmesa;421.500;-0.6500
Dal°as;368.217;-28.714
Casa Pontet;388.000;0.0167
San Carlos De La R†pita;406.192;0.5906
Jun;372.220;-35.956
Camari§as;431.311;-91.817
Ayerbe;422.727;-0.6884
Valdeobispo;400.830;-62.476
Ordu§a;429.948;-30.100
Lumpiaque;416.333;-13.000
Fasnia;282.364;-164.389
Vilanova De Sau;419.470;23.844
Alpe§Çs;408.000;-10.667
Tapia De Casariego;435.703;-69.443
Arcade;423.358;-85.962
Almensilla;373.110;-61.100
Villaca§as;396.235;-33.365
San Juan Desp°;413.682;20.571
Paracuellos De Jarama;405.035;-35.278
Almod¢var Del Campo;387.094;-41.791
Vilajuiga;423.259;30.931
Portas;425.853;-86.557
Rab¢s;423.796;30.269
Santo Tom†s De Fluvi†;421.833;30.167
El Portezuelo;284.833;-163.333
Arada;428.000;-78.167
Barca;433.000;-63.667
Algodonales;368.813;-54.050
Membrilla;389.720;-33.433
Cuevas De San Marcos;372.667;-44.143
Isso;384.909;-17.427
Eslida;398.833;-0.3000
Dehesas;425.198;-66.919
Montehermoso;400.880;-63.498
Soneja;398.167;-0.4167
Bimenes;433.167;-55.500
Cortegana;387.491;-66.209
San Juan Del Puerto;373.167;-68.414
HuÇvar;373.552;-62.773
Aubert;427.333;0.7833
Arcaya;428.417;-26.350
Carre§a De Cabrales;433.167;-48.667
Cantimpalos;410.741;-41.599
Belicena;371.715;-36.920
San FÇlix;431.500;-66.667
Caser°o Sollavientos;404.333;-0.6333
Otones;411.333;-40.500
Caser°o El TollÇ;382.500;-10.333
Sax;385.373;-0.8178
Torre De La Horadada;378.722;-0.7575
Puente Mayorga;361.829;-53.839
La Raya;379.772;-11.798
Caser°o Los Perez;376.667;-11.333
Villamanrique;372.448;-63.066
Bara;423.333;-0.1167
EnÇriz;426.707;-17.279
Pe§aranda;416.884;-34.800
Puebla De Farnals;395.833;-0.3167
Calatorao;415.223;-13.470
Castillo De Bayuela;401.003;-46.856
Huelma;376.478;-34.598
Zorroza;432.833;-29.667
Aozaraza;430.333;-24.833
L†ncara;428.642;-73.367
Villablanca;373.024;-73.441
Lubr°n;372.154;-20.668
Sampedor;407.833;18.500
Los µngeles;395.167;27.667
Navahermosa;379.167;-66.667
Zurgena;373.414;-20.402
Grand°val;427.167;-27.833
La VellÇs;410.667;-55.667
Churriana;366.691;-45.021
Villafranca;412.411;-37.435
Villaverde;403.500;-37.000
Boadilla;407.966;-62.207
Los Garres;379.568;-10.915
Orusco;402.829;-32.054
Valdepe§as De JaÇn;375.890;-38.145
Ruente;432.583;-42.679
Irura;431.685;-20.669
Caser°o El Parral;402.833;-0.0333
Caser°o San Pedro;369.000;-19.667
Bag†;422.530;18.622
San Cugat Sasgarrigas;413.644;17.527
G£dar;404.411;-0.7205
Guitiriz;431.817;-78.966
Armu§a De Almanzora;373.500;-24.000
Pulp°;374.115;-17.450
Andosilla;423.833;-16.667
Bezana;429.586;-38.364
Isla Plana;375.756;-12.085
Vilablareix;419.575;27.738
Alhend°n;371.105;-36.457
Hond¢n De Los Frailes;382.739;-0.9294
Moratalla;381.893;-18.918
Vinebre;411.846;0.5895
Poli§† Del J£car;392.000;-0.3667
San Claudio;433.500;-59.167
Monc¢far;398.091;-0.1470
Villar De Canes;403.667;-0.0667
Figueroles;401.167;-0.2333
Olocau;397.000;-0.5333
Cascante;419.977;-16.810
Las Palas;376.631;-11.903
Zorita;392.852;-56.997
Valderredible;428.333;-38.500
Cuchia;434.383;-40.180
Horta;425.667;-67.833
Ventas De Retamosa;401.550;-41.134
Orzola;292.209;-134.520
Grao De Gandia;389.833;-0.1500
Estubeny;390.179;-0.6238
Cuntis;426.334;-85.653
Daroca;411.148;-14.149
Albero Bajo;420.167;-0.3833
Pau;423.167;31.167
Coca;412.177;-45.215
La Iglesuela Del Cid;404.833;-0.3167
Los Arcos;425.708;-21.928
Portosin;427.580;-89.491
Marmolejo;380.455;-41.703
Horcajuelo De La Sierra;410.667;-35.333
AlmadÇn;387.754;-48.316
Anna;390.203;-0.6462
Valldemosa;397.106;26.096
Puerto De GÅimar;282.946;-163.764
Orellana La Vieja;390.062;-55.344
Medell°n;389.626;-59.578
Rosal;418.994;-74.678
Garachico;283.667;-167.333
Panticosa;427.240;-0.2833
Mazcuerras;432.969;-42.088
Los Belones;376.237;-0.7781
Carrizal;279.124;-154.072
Valdeganga;391.351;-16.770
Outeiro;424.167;-88.333
Mequinenza;413.615;0.2930
Alegr°a;428.412;-25.118
Vilanova De La Aguda;419.167;12.500
La Murada;381.774;-0.9698
Aya;429.667;-21.545
Masroig;411.262;0.7321
Benifallet;409.742;0.5177
Cancienes;435.131;-58.718
Roma§†;421.833;29.000
La Pesga;403.261;-61.775
Guadalupe;394.508;-53.259
Castellnovo;398.667;-0.4500
Blesa;410.515;-0.8850
Torre Los Negros;408.500;-10.833
B†rcena De Cud¢n;434.000;-40.000
San Mateo De G†llego;418.304;-0.7658
La Virgen Del Camino;425.806;-56.411
Zeneta;380.111;-0.9967
T†rbena;386.941;-0.1014
El Espinar;377.188;-11.555
Beiro;423.500;-81.500
Pont¢s;421.862;29.167
Ituren;431.324;-17.206
Puerto Lumbreras;375.629;-18.100
Almonacid Del Marquesado;398.234;-27.678
Santa Eugenia;396.238;28.402
YÇlamos De Abajo;406.333;-28.500
Armillas;408.833;-0.8833
Piedrabuena;390.354;-41.751
Montiel;386.980;-28.644
Guinea;428.500;-30.167
Artajona;425.887;-17.650
Capmany;423.742;29.202
Pontones;434.218;-36.838
Trobajo Del Cerecedo;425.629;-55.788
Morgovejo;428.500;-49.500
Meruelo;434.621;-35.888
Sierra De Outes;428.424;-89.111
Tor†;418.114;14.027
Anaz;433.623;-37.529
Monells;419.751;29.983
Vilov°;413.833;16.500
Ballobar;416.204;0.1913
Medina De Pomar;429.294;-34.880
Maicas;409.667;-0.8833
Argamasilla De Calatrava;387.272;-40.796
Campdev†nol;422.223;21.677
Barrela;425.333;-78.167
Benabarre;421.059;0.4821
Gandesa;410.537;0.4385
PÇtrola;388.263;-15.566
Sant Salvador;414.528;18.685
Breto§a;433.333;-73.167
Burjasot;395.167;-0.4167
Carmena;399.556;-44.015
San Cipri†n;418.680;-74.637
Valdovi§o;436.000;-81.333
Barro;425.553;-86.223
La Floresta;414.431;20.706
Mi§o;434.000;-65.167
Aracena;378.926;-65.622
Venturada;407.972;-36.197
Fuente-µlamo;374.833;-40.333
Llosa De Camacho;387.727;-0.0071
Castuera;387.320;-55.439
Santpedor;407.833;18.500
Llafranc;418.941;31.945
MontornÇs;416.010;12.310
Sardina;278.483;-154.677
Torres De Montes;420.833;-0.2000
La Puerta De Segura;383.529;-27.396
Alons¢tegui;432.456;-29.888
Castell De Castells;387.256;-0.1924
Sauzal;284.667;-164.167
EstÇnoz;427.500;-19.167
Cabezuela Del Valle;401.936;-58.065
‡rdenes;430.779;-84.063
Berbegal;419.596;-0.0033
Castej¢n;421.691;-16.895
Pechina;369.162;-24.369
Rianjo;426.500;-88.167
Navas De R°ofr°o;408.671;-41.346
Al¢s;427.000;11.000
Rufrancos;428.500;-32.833
Alcira;391.500;-0.4333
Paso;286.500;-178.667
Alameda;372.087;-46.586
Benimarfull;387.759;-0.3908
Caser°o Valderas;378.167;-10.333
La Lantejuela;373.535;-52.248
Pi§os;386.644;-0.0198
Navatejera;426.284;-55.644
Periana;369.292;-41.914
La Palma;414.131;19.691
Pinofranqueado;403.035;-63.318
Echavarri;427.285;-20.659
CadaquÇs;422.892;32.757
Dorr¢n;424.000;-87.500
Palmones;361.761;-54.375
Senija;387.273;0.0425
La Plana Rodona;413.187;17.050
Brea De Arag¢n;415.239;-16.026
Lorqu°;380.826;-12.510
Aria§y;396.519;31.103
Ribaforada;419.981;-15.127
Elgueta;431.370;-24.880
Santiago De La Ribera;377.979;-0.8058
GÇrgal;371.189;-25.401
Pedroche;384.285;-47.632
Prull†ns;423.833;17.333
Alcudia De Crespins;389.728;-0.5908
Castell¢ De Ampurias;422.584;30.741
Villares Del Saz;398.411;-25.043
Valle De San Lorenzo;280.879;-166.586
Forcarey;425.882;-83.465
Torres-torres;397.333;-0.3500
Puebla De La Calzada;388.944;-66.259
Ribafrecha;423.554;-23.900
Montant;422.333;13.833
Barra§†n;433.000;-85.333
La Puebla;412.222;-0.4409
Zolina;427.667;-15.833
Abegondo;432.167;-82.833
Bretocino;418.843;-57.547
Carrizosa;388.420;-29.925
Lagares;286.833;-139.333
Campillos;370.493;-48.633
CistÇrniga;416.129;-46.870
Moreiras;420.201;-76.701
Bercero;415.640;-50.558
Santa Cristina;376.833;-37.500
Ere§o;431.921;-28.252
Anto§ana;427.000;-24.000
Cortijada Morat¢n;371.833;-23.167
Bobor†s;424.333;-81.443
Cuevas Del Becerro;368.667;-50.333
Bonastre;412.203;14.394
Porzuna;391.462;-41.541
Paterna De Rivera;365.225;-58.658
Alcorisa;408.930;-0.3803
Peramera;424.167;0.8167
Poli§† De J£car;392.000;-0.3667
Comillas;433.862;-42.906
Ultramort;420.364;30.345
Santesteban;431.315;-16.710
Tierz;421.336;-0.3549
Santa Oliva;412.536;15.509
Aldea Blanca;278.403;-154.761
Libr†n;427.333;-65.000
Massanet De La Selva;417.777;27.330
Untes;423.500;-79.500
Espluga;423.833;0.4667
Mosqueruela;403.613;-0.4489
La Torre Monserrat;405.667;-0.1333
Aitona;414.941;0.4584
Elorz;427.333;-15.500
Esparza;427.500;-16.833
Polop;386.226;-0.1309
Masamagrell;395.667;-0.3333
Las Bre§as;289.167;-138.000
Lanz¢s;433.333;-76.500
Elciego;425.157;-26.190
SosÇs;415.334;0.4863
Cangas De On°s;433.516;-51.290
Aguilar De Camp¢o;427.944;-42.578
San Agust°n;406.772;-36.132
Renedo Del Monte;426.000;-46.000
Vulveralla;421.667;30.333
CaprÇs;382.333;-11.333
Bujaraloz;414.981;-0.1529
Fonteta;419.504;30.571
Les;428.108;0.7105
Fuente De Cantos;382.500;-63.000
Puntagorda;287.614;-179.764
Sedav°;394.333;-0.3833
Villarrubia De Santiago;399.856;-33.690
Santa Cruz De La Zarza;399.810;-31.879
JimÇnez De Jamuz;422.657;-59.289
Sahag£n;423.718;-50.305
Azoz;428.465;-16.339
Castillo Romeral;278.000;-154.500
Bollullos De La Mitaci¢n;373.401;-61.372
Cornudella;412.658;0.9051
Parbay¢n;433.762;-38.915
Casalarreina;425.491;-29.099
Salinas;435.767;-59.558
Ser°n;435.000;-57.833
Bellreguart;389.459;-0.1627
Carabanchel Alto;403.667;-37.500
Jarafuel;391.401;-10.731
Bonrep¢s;395.167;-0.3667
Sobradiel;417.388;-10.376
Madrigal De La Vera;401.476;-53.682
Orio;432.772;-21.263
Castril;377.958;-27.800
Arboleas;373.513;-20.747
Ug°jar;369.644;-30.539
Alcuetas;422.667;-54.333
Pardillo;415.518;-37.109
Los Palacios;380.333;-11.167
Borbot¢;395.167;-0.4000
Esplugas;413.732;20.842
Rueda De Jal¢n;416.336;-12.744
Cuzcurrita;416.833;-34.167
Cadalso De Los Vidrios;403.007;-44.335
OjÇn;365.649;-48.556
C†seda;425.225;-13.664
GÅevÇjar;372.568;-35.962
Miengo;434.286;-39.987
Les Borges Del Camp;411.721;10.202
Socovos;383.325;-19.840
Jijona;385.409;-0.5026
Cubas;401.890;-38.353
Perales De Taju§a;402.313;-33.502
Madrigal;410.833;-50.000
Fuentes De O§oro;405.833;-68.167
Avileses;378.487;-0.9434
Villaobispo De Las Regueras;426.135;-55.474
Bre§a Alta;286.584;-177.863
Chinch¢n;401.384;-34.188
Molina De Arag¢n;408.436;-18.876
El Palmar;379.397;-11.615
Lavern;413.904;17.725
Alberique;391.171;-0.5212
Santa Coloma De FarnÇs;418.616;26.627
Villaescusa;428.299;-38.330
Carri¢n De Calatrava;390.190;-38.168
Entr°n Bajo;387.185;-67.135
Mengibar;379.698;-38.088
Beas;374.257;-67.932
Olivella;413.167;18.167
Albuj¢n;377.167;-10.482
Ba§os De R°o Tob°a;423.353;-27.610
Bonares;373.242;-66.807
Cereceda;406.167;-26.333
Robledo De Tor°o;426.514;-55.288
Valsequillo De Gran Canaria;279.856;-154.973
Rand°n;419.054;-78.748
Borox;400.680;-37.380
Sese§a Nuevo;401.062;-36.460
Serracines;406.219;-33.988
Lodosa;424.227;-20.774
Arteaga;426.867;-21.114
Zugastieta;432.500;-26.833
Abella De La Conca;421.667;11.000
Riudellots De La Creu;420.602;28.145
La Pobla De Claramunt;415.542;16.771
Planes;387.852;-0.3427
Cantoblanco;392.500;-12.500
Villar De Ca§as;397.775;-25.633
Los Manzanos;373.820;-26.654
Campi§a;382.190;-29.807
Alconchel;385.165;-70.716
Sotoserrano;404.350;-60.326
H£mera;404.333;-37.833
Carrascal;407.638;-59.991
Huecas;400.123;-41.954
Ib†rruri;432.500;-26.667
Urr°a;428.500;-34.500
Limpias;433.640;-34.178
Treto;433.935;-34.702
Puente San Miguel;433.607;-40.879
Ea;433.802;-25.846
